"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"39",39,4,86,56,31,6,"menor a 7 dias","menor a 7 dias"
"40",40,1,191,236,44,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"41",41,4,113,238,125,7,"entre 7 y 14 dias","menor a 7 dias"
"42",42,1,185,922,737,16,"mayor a 14 dias","entre 7 y 14 dias"
"43",43,1,363,333,30,3,"entre 7 y 14 dias","mayor a 14 dias"
"44",44,3,125,97,27,4,"menor a 7 dias","menor a 7 dias"
"45",45,1,230,383,152,1,"mayor a 14 dias","entre 7 y 14 dias"
"46",46,3,332,266,66,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"47",47,1,397,445,47,10,"mayor a 14 dias","mayor a 14 dias"
"48",48,4,134,139,4,5,"menor a 7 dias","menor a 7 dias"
"49",49,4,436,589,154,8,"mayor a 14 dias","mayor a 14 dias"
"50",50,1,539,417,122,6,"mayor a 14 dias","mayor a 14 dias"
"51",51,4,271,1849,1578,16,"mayor a 14 dias","entre 7 y 14 dias"
"52",52,2,70,114,44,7,"menor a 7 dias","menor a 7 dias"
"53",53,3,99,263,164,16,"entre 7 y 14 dias","menor a 7 dias"
"54",54,3,273,100,174,7,"menor a 7 dias","entre 7 y 14 dias"
"55",55,6,330,547,217,10,"mayor a 14 dias","entre 7 y 14 dias"
"56",56,3,283,494,211,7,"mayor a 14 dias","entre 7 y 14 dias"
"57",57,1,372,374,2,15,"mayor a 14 dias","mayor a 14 dias"
"58",58,3,244,91,154,16,"menor a 7 dias","entre 7 y 14 dias"
"59",59,2,161,17,144,5,"menor a 7 dias","menor a 7 dias"
"60",60,3,131,165,34,14,"menor a 7 dias","menor a 7 dias"
"61",61,2,83,77,5,4,"menor a 7 dias","menor a 7 dias"
"62",62,3,354,342,12,10,"mayor a 14 dias","mayor a 14 dias"
"63",63,1,193,72,121,10,"menor a 7 dias","entre 7 y 14 dias"
"64",64,1,126,372,246,6,"mayor a 14 dias","menor a 7 dias"
"65",65,2,187,429,242,16,"mayor a 14 dias","entre 7 y 14 dias"
"66",66,6,776,516,261,12,"mayor a 14 dias","mayor a 14 dias"
"67",67,3,471,113,358,4,"menor a 7 dias","mayor a 14 dias"
"68",68,2,482,183,299,9,"entre 7 y 14 dias","mayor a 14 dias"
"69",69,4,200,31,169,10,"menor a 7 dias","entre 7 y 14 dias"
"70",70,3,747,354,393,7,"mayor a 14 dias","mayor a 14 dias"
"71",71,6,165,136,29,15,"menor a 7 dias","menor a 7 dias"
"72",72,3,637,117,520,16,"menor a 7 dias","mayor a 14 dias"
"73",73,1,393,151,242,5,"menor a 7 dias","mayor a 14 dias"
"74",74,2,124,1390,1266,16,"mayor a 14 dias","menor a 7 dias"
"75",75,3,265,411,146,12,"mayor a 14 dias","entre 7 y 14 dias"
"76",76,5,238,372,134,16,"mayor a 14 dias","entre 7 y 14 dias"
"77",77,4,524,198,326,10,"entre 7 y 14 dias","mayor a 14 dias"
"78",78,3,188,580,392,6,"mayor a 14 dias","entre 7 y 14 dias"
"79",79,6,181,87,94,14,"menor a 7 dias","entre 7 y 14 dias"
"80",80,2,397,107,290,7,"menor a 7 dias","mayor a 14 dias"
"81",81,1,166,306,140,6,"entre 7 y 14 dias","menor a 7 dias"
"82",82,3,156,275,119,4,"entre 7 y 14 dias","menor a 7 dias"
"83",83,6,256,1174,918,4,"mayor a 14 dias","entre 7 y 14 dias"
"84",84,1,69,205,136,10,"entre 7 y 14 dias","menor a 7 dias"
"85",85,4,197,405,208,16,"mayor a 14 dias","entre 7 y 14 dias"
"86",86,2,171,173,1,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"87",87,1,303,300,2,9,"entre 7 y 14 dias","entre 7 y 14 dias"
"88",88,1,345,346,2,16,"mayor a 14 dias","mayor a 14 dias"
"89",89,1,192,779,587,9,"mayor a 14 dias","entre 7 y 14 dias"
"90",90,5,428,424,4,14,"mayor a 14 dias","mayor a 14 dias"
"91",91,1,82,197,114,6,"entre 7 y 14 dias","menor a 7 dias"
"92",92,4,222,87,135,10,"menor a 7 dias","entre 7 y 14 dias"
"93",93,1,154,45,109,16,"menor a 7 dias","menor a 7 dias"
"94",94,3,157,154,3,4,"menor a 7 dias","menor a 7 dias"
"95",95,4,182,191,9,13,"entre 7 y 14 dias","entre 7 y 14 dias"
"96",96,2,263,322,60,3,"entre 7 y 14 dias","entre 7 y 14 dias"
"97",97,2,371,701,330,10,"mayor a 14 dias","mayor a 14 dias"
"98",98,2,250,152,98,4,"menor a 7 dias","entre 7 y 14 dias"
"99",99,3,505,1095,590,4,"mayor a 14 dias","mayor a 14 dias"
"100",100,2,102,201,99,16,"entre 7 y 14 dias","menor a 7 dias"
"101",101,5,102,3,100,1,"menor a 7 dias","menor a 7 dias"
"102",102,2,261,4,257,1,"menor a 7 dias","entre 7 y 14 dias"
"103",103,3,209,1799,1590,7,"mayor a 14 dias","entre 7 y 14 dias"
"104",104,3,166,19,146,16,"menor a 7 dias","menor a 7 dias"
"105",105,2,146,166,20,4,"menor a 7 dias","menor a 7 dias"
"106",106,3,422,138,284,16,"menor a 7 dias","mayor a 14 dias"
"107",107,1,139,53,86,16,"menor a 7 dias","menor a 7 dias"
"108",108,2,142,167,25,3,"menor a 7 dias","menor a 7 dias"
"109",109,2,283,371,87,5,"mayor a 14 dias","entre 7 y 14 dias"
"110",110,1,421,47,374,6,"menor a 7 dias","mayor a 14 dias"
"111",111,2,142,102,40,6,"menor a 7 dias","menor a 7 dias"
"112",112,3,219,609,390,10,"mayor a 14 dias","entre 7 y 14 dias"
"113",113,4,239,47,191,10,"menor a 7 dias","entre 7 y 14 dias"
"114",114,6,218,173,45,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"115",115,4,170,101,69,1,"menor a 7 dias","entre 7 y 14 dias"
"116",116,1,31,76,45,16,"menor a 7 dias","menor a 7 dias"
"117",117,1,317,329,12,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"118",118,3,366,1337,971,6,"mayor a 14 dias","mayor a 14 dias"
"119",119,4,204,291,86,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"120",120,2,240,477,237,13,"mayor a 14 dias","entre 7 y 14 dias"
"121",121,4,151,306,156,5,"entre 7 y 14 dias","menor a 7 dias"
"122",122,2,160,249,89,12,"entre 7 y 14 dias","menor a 7 dias"
"123",123,3,467,241,225,4,"entre 7 y 14 dias","mayor a 14 dias"
"124",124,3,245,1145,900,16,"mayor a 14 dias","entre 7 y 14 dias"
"125",125,2,67,920,852,16,"mayor a 14 dias","menor a 7 dias"
"126",126,3,178,830,652,7,"mayor a 14 dias","entre 7 y 14 dias"
"127",127,1,292,891,599,6,"mayor a 14 dias","entre 7 y 14 dias"
"128",128,3,312,63,250,4,"menor a 7 dias","entre 7 y 14 dias"
"129",129,2,266,574,308,4,"mayor a 14 dias","entre 7 y 14 dias"
"130",130,3,16,392,376,6,"mayor a 14 dias","menor a 7 dias"
"131",131,3,614,255,358,5,"entre 7 y 14 dias","mayor a 14 dias"
"132",132,2,77,365,288,16,"mayor a 14 dias","menor a 7 dias"
"133",133,3,226,903,676,1,"mayor a 14 dias","entre 7 y 14 dias"
"134",134,3,338,465,127,10,"mayor a 14 dias","mayor a 14 dias"
"135",135,1,315,355,41,4,"mayor a 14 dias","entre 7 y 14 dias"
"136",136,5,217,358,141,6,"mayor a 14 dias","entre 7 y 14 dias"
"137",137,5,651,187,464,5,"entre 7 y 14 dias","mayor a 14 dias"
"138",138,6,131,40,90,3,"menor a 7 dias","menor a 7 dias"
"139",139,1,105,55,50,7,"menor a 7 dias","menor a 7 dias"
"140",140,2,279,145,134,8,"menor a 7 dias","entre 7 y 14 dias"
"141",141,6,210,149,61,16,"menor a 7 dias","entre 7 y 14 dias"
"142",142,3,278,151,127,7,"menor a 7 dias","entre 7 y 14 dias"
"143",143,2,429,558,128,4,"mayor a 14 dias","mayor a 14 dias"
"144",144,2,254,281,27,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"145",145,1,296,87,209,4,"menor a 7 dias","entre 7 y 14 dias"
"146",146,4,103,98,5,1,"menor a 7 dias","menor a 7 dias"
"147",147,3,383,705,322,8,"mayor a 14 dias","mayor a 14 dias"
"148",148,5,312,458,146,10,"mayor a 14 dias","entre 7 y 14 dias"
"149",149,1,467,365,102,9,"mayor a 14 dias","mayor a 14 dias"
"150",150,1,315,90,225,1,"menor a 7 dias","entre 7 y 14 dias"
"151",151,3,418,282,136,8,"entre 7 y 14 dias","mayor a 14 dias"
"152",152,4,181,261,80,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"153",153,6,352,277,74,16,"entre 7 y 14 dias","mayor a 14 dias"
"154",154,4,231,257,26,12,"entre 7 y 14 dias","entre 7 y 14 dias"
"155",155,1,138,482,344,6,"mayor a 14 dias","menor a 7 dias"
"156",156,3,90,153,63,16,"menor a 7 dias","menor a 7 dias"
"157",157,2,587,186,401,13,"entre 7 y 14 dias","mayor a 14 dias"
"158",158,3,433,226,206,14,"entre 7 y 14 dias","mayor a 14 dias"
"159",159,3,187,119,68,13,"menor a 7 dias","entre 7 y 14 dias"
"160",160,1,49,311,262,4,"entre 7 y 14 dias","menor a 7 dias"
"161",161,2,303,82,221,6,"menor a 7 dias","entre 7 y 14 dias"
"162",162,1,272,190,82,1,"entre 7 y 14 dias","entre 7 y 14 dias"
"163",163,2,175,64,111,10,"menor a 7 dias","entre 7 y 14 dias"
"164",164,2,53,691,638,7,"mayor a 14 dias","menor a 7 dias"
"165",165,5,241,131,110,4,"menor a 7 dias","entre 7 y 14 dias"
"166",166,2,129,271,143,4,"entre 7 y 14 dias","menor a 7 dias"
"167",167,2,484,524,40,7,"mayor a 14 dias","mayor a 14 dias"
"168",168,3,166,794,628,1,"mayor a 14 dias","menor a 7 dias"
"169",169,1,266,151,115,5,"menor a 7 dias","entre 7 y 14 dias"
"170",170,2,154,417,262,10,"mayor a 14 dias","menor a 7 dias"
"171",171,5,655,106,550,6,"menor a 7 dias","mayor a 14 dias"
"172",172,6,228,231,4,12,"entre 7 y 14 dias","entre 7 y 14 dias"
"173",173,1,146,358,212,15,"mayor a 14 dias","menor a 7 dias"
"174",174,1,130,369,238,1,"mayor a 14 dias","menor a 7 dias"
"175",175,2,159,33,126,10,"menor a 7 dias","menor a 7 dias"
"176",176,2,119,139,20,15,"menor a 7 dias","menor a 7 dias"
"177",177,3,63,82,19,12,"menor a 7 dias","menor a 7 dias"
"178",178,1,222,189,32,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"179",179,1,97,658,561,7,"mayor a 14 dias","menor a 7 dias"
"180",180,1,224,197,27,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"181",181,1,232,20,212,10,"menor a 7 dias","entre 7 y 14 dias"
"182",182,1,226,196,30,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"183",183,3,124,42,82,12,"menor a 7 dias","menor a 7 dias"
"184",184,2,222,233,11,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"185",185,2,315,218,97,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"186",186,4,555,135,420,10,"menor a 7 dias","mayor a 14 dias"
"187",187,5,311,194,117,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"188",188,3,118,810,692,9,"mayor a 14 dias","menor a 7 dias"
"189",189,6,196,33,162,5,"menor a 7 dias","entre 7 y 14 dias"
"190",190,2,508,413,95,7,"mayor a 14 dias","mayor a 14 dias"
"191",191,6,43,188,144,10,"entre 7 y 14 dias","menor a 7 dias"
"192",192,6,284,94,191,5,"menor a 7 dias","entre 7 y 14 dias"
"193",193,5,198,4,194,7,"menor a 7 dias","entre 7 y 14 dias"
"194",194,5,231,536,305,14,"mayor a 14 dias","entre 7 y 14 dias"
"195",195,5,169,67,102,6,"menor a 7 dias","entre 7 y 14 dias"
"196",196,3,48,60,12,2,"menor a 7 dias","menor a 7 dias"
"197",197,6,167,112,55,6,"menor a 7 dias","menor a 7 dias"
"198",198,2,52,714,662,16,"mayor a 14 dias","menor a 7 dias"
"199",199,2,291,268,23,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"200",200,1,352,168,184,13,"entre 7 y 14 dias","mayor a 14 dias"
"201",201,6,133,957,824,8,"mayor a 14 dias","menor a 7 dias"
"202",202,2,147,271,124,7,"entre 7 y 14 dias","menor a 7 dias"
"203",203,2,234,123,111,8,"menor a 7 dias","entre 7 y 14 dias"
"204",204,2,240,249,9,15,"entre 7 y 14 dias","entre 7 y 14 dias"
"205",205,4,482,711,229,16,"mayor a 14 dias","mayor a 14 dias"
"206",206,3,160,453,294,16,"mayor a 14 dias","menor a 7 dias"
"207",207,3,104,630,526,9,"mayor a 14 dias","menor a 7 dias"
"208",208,5,402,271,131,7,"entre 7 y 14 dias","mayor a 14 dias"
"209",209,4,108,19,89,1,"menor a 7 dias","menor a 7 dias"
"210",210,6,286,58,228,6,"menor a 7 dias","entre 7 y 14 dias"
"211",211,3,176,25,151,4,"menor a 7 dias","entre 7 y 14 dias"
"212",212,3,259,74,185,14,"menor a 7 dias","entre 7 y 14 dias"
"213",213,1,442,401,41,1,"mayor a 14 dias","mayor a 14 dias"
"214",214,2,369,382,14,4,"mayor a 14 dias","mayor a 14 dias"
"215",215,4,560,384,176,10,"mayor a 14 dias","mayor a 14 dias"
"216",216,2,129,333,204,8,"entre 7 y 14 dias","menor a 7 dias"
"217",217,2,546,283,263,10,"entre 7 y 14 dias","mayor a 14 dias"
"218",218,1,329,318,12,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"219",219,4,310,286,24,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"220",220,1,371,274,97,16,"entre 7 y 14 dias","mayor a 14 dias"
"221",221,6,119,32,88,15,"menor a 7 dias","menor a 7 dias"
"222",222,5,69,534,465,3,"mayor a 14 dias","menor a 7 dias"
"223",223,5,23,262,239,15,"entre 7 y 14 dias","menor a 7 dias"
"224",224,4,664,666,2,7,"mayor a 14 dias","mayor a 14 dias"
"225",225,2,410,774,365,10,"mayor a 14 dias","mayor a 14 dias"
"226",226,4,51,615,564,9,"mayor a 14 dias","menor a 7 dias"
"227",227,6,493,175,318,5,"entre 7 y 14 dias","mayor a 14 dias"
"228",228,2,155,274,119,8,"entre 7 y 14 dias","menor a 7 dias"
"229",229,1,247,50,197,10,"menor a 7 dias","entre 7 y 14 dias"
"230",230,5,189,8,182,8,"menor a 7 dias","entre 7 y 14 dias"
"231",231,1,237,172,65,9,"entre 7 y 14 dias","entre 7 y 14 dias"
"232",232,2,631,76,555,15,"menor a 7 dias","mayor a 14 dias"
"233",233,3,165,79,86,4,"menor a 7 dias","menor a 7 dias"
"234",234,2,403,6,397,12,"menor a 7 dias","mayor a 14 dias"
"235",235,5,322,407,84,16,"mayor a 14 dias","entre 7 y 14 dias"
"236",236,2,122,127,6,10,"menor a 7 dias","menor a 7 dias"
"237",237,1,476,33,442,16,"menor a 7 dias","mayor a 14 dias"
"238",238,5,611,152,459,10,"menor a 7 dias","mayor a 14 dias"
"239",239,4,198,81,117,7,"menor a 7 dias","entre 7 y 14 dias"
"240",240,3,260,422,162,5,"mayor a 14 dias","entre 7 y 14 dias"
"241",241,1,269,345,76,11,"mayor a 14 dias","entre 7 y 14 dias"
"242",242,2,327,272,55,15,"entre 7 y 14 dias","entre 7 y 14 dias"
"243",243,6,545,18,526,7,"menor a 7 dias","mayor a 14 dias"
"244",244,2,294,120,175,16,"menor a 7 dias","entre 7 y 14 dias"
"245",245,2,161,85,76,7,"menor a 7 dias","menor a 7 dias"
"246",246,2,251,436,185,7,"mayor a 14 dias","entre 7 y 14 dias"
"247",247,5,173,93,79,9,"menor a 7 dias","entre 7 y 14 dias"
"248",248,3,262,467,205,7,"mayor a 14 dias","entre 7 y 14 dias"
"249",249,6,667,421,246,8,"mayor a 14 dias","mayor a 14 dias"
"250",250,3,169,97,72,7,"menor a 7 dias","entre 7 y 14 dias"
"251",251,3,130,94,36,5,"menor a 7 dias","menor a 7 dias"
"252",252,2,524,71,453,14,"menor a 7 dias","mayor a 14 dias"
"253",253,5,65,162,96,4,"menor a 7 dias","menor a 7 dias"
"254",254,2,271,416,145,10,"mayor a 14 dias","entre 7 y 14 dias"
"255",255,1,285,158,127,13,"menor a 7 dias","entre 7 y 14 dias"
"256",256,2,152,107,45,7,"menor a 7 dias","menor a 7 dias"
"257",257,6,258,765,507,9,"mayor a 14 dias","entre 7 y 14 dias"
"258",258,2,75,61,14,6,"menor a 7 dias","menor a 7 dias"
"259",259,3,106,506,400,15,"mayor a 14 dias","menor a 7 dias"
"260",260,1,110,33,76,4,"menor a 7 dias","menor a 7 dias"
"261",261,1,92,490,398,13,"mayor a 14 dias","menor a 7 dias"
"262",262,4,172,97,74,6,"menor a 7 dias","entre 7 y 14 dias"
"263",263,5,185,526,341,16,"mayor a 14 dias","entre 7 y 14 dias"
"264",264,1,204,110,94,5,"menor a 7 dias","entre 7 y 14 dias"
"265",265,2,187,649,462,3,"mayor a 14 dias","entre 7 y 14 dias"
"266",266,4,182,229,48,12,"entre 7 y 14 dias","entre 7 y 14 dias"
"267",267,3,423,334,89,7,"entre 7 y 14 dias","mayor a 14 dias"
"268",268,2,100,52,48,7,"menor a 7 dias","menor a 7 dias"
"269",269,4,143,27,116,9,"menor a 7 dias","menor a 7 dias"
"270",270,3,177,94,83,4,"menor a 7 dias","entre 7 y 14 dias"
"271",271,3,308,157,151,7,"menor a 7 dias","entre 7 y 14 dias"
"272",272,1,203,217,15,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"273",273,1,106,355,249,9,"mayor a 14 dias","menor a 7 dias"
"274",274,5,319,204,115,1,"entre 7 y 14 dias","entre 7 y 14 dias"
"275",275,3,96,40,56,4,"menor a 7 dias","menor a 7 dias"
"276",276,2,492,733,241,8,"mayor a 14 dias","mayor a 14 dias"
"277",277,2,182,958,776,4,"mayor a 14 dias","entre 7 y 14 dias"
"278",278,2,267,1433,1166,10,"mayor a 14 dias","entre 7 y 14 dias"
"279",279,6,237,491,253,6,"mayor a 14 dias","entre 7 y 14 dias"
"280",280,1,195,203,8,3,"entre 7 y 14 dias","entre 7 y 14 dias"
"281",281,1,82,634,551,8,"mayor a 14 dias","menor a 7 dias"
"282",282,3,396,619,224,12,"mayor a 14 dias","mayor a 14 dias"
"283",283,4,803,188,615,6,"entre 7 y 14 dias","mayor a 14 dias"
"284",284,6,208,339,132,8,"mayor a 14 dias","entre 7 y 14 dias"
"285",285,1,44,224,180,4,"entre 7 y 14 dias","menor a 7 dias"
"286",286,6,180,143,38,14,"menor a 7 dias","entre 7 y 14 dias"
"287",287,3,311,333,22,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"288",288,3,132,232,100,15,"entre 7 y 14 dias","menor a 7 dias"
"289",289,2,753,254,500,11,"entre 7 y 14 dias","mayor a 14 dias"
"290",290,3,370,919,549,7,"mayor a 14 dias","mayor a 14 dias"
"291",291,5,133,454,321,4,"mayor a 14 dias","menor a 7 dias"
"292",292,1,145,302,156,4,"entre 7 y 14 dias","menor a 7 dias"
"293",293,3,156,116,40,6,"menor a 7 dias","menor a 7 dias"
"294",294,5,353,142,211,9,"menor a 7 dias","mayor a 14 dias"
"295",295,5,221,239,18,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"296",296,3,174,17,158,10,"menor a 7 dias","entre 7 y 14 dias"
"297",297,5,117,186,69,8,"entre 7 y 14 dias","menor a 7 dias"
"298",298,2,189,25,165,16,"menor a 7 dias","entre 7 y 14 dias"
"299",299,3,336,549,214,3,"mayor a 14 dias","entre 7 y 14 dias"
"300",300,2,285,99,186,5,"menor a 7 dias","entre 7 y 14 dias"
"301",301,2,33,496,463,7,"mayor a 14 dias","menor a 7 dias"
"302",302,6,126,57,70,10,"menor a 7 dias","menor a 7 dias"
"303",303,6,170,158,11,16,"menor a 7 dias","entre 7 y 14 dias"
"304",304,2,272,267,5,1,"entre 7 y 14 dias","entre 7 y 14 dias"
"305",305,2,374,141,233,15,"menor a 7 dias","mayor a 14 dias"
"306",306,2,728,292,437,8,"entre 7 y 14 dias","mayor a 14 dias"
"307",307,1,243,163,80,6,"menor a 7 dias","entre 7 y 14 dias"
"308",308,2,280,1019,738,7,"mayor a 14 dias","entre 7 y 14 dias"
"309",309,3,277,54,223,9,"menor a 7 dias","entre 7 y 14 dias"
"310",310,3,571,22,548,15,"menor a 7 dias","mayor a 14 dias"
"311",311,1,227,192,35,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"312",312,2,74,115,41,16,"menor a 7 dias","menor a 7 dias"
"313",313,6,191,167,24,8,"menor a 7 dias","entre 7 y 14 dias"
"314",314,1,23,137,113,6,"menor a 7 dias","menor a 7 dias"
"315",315,3,147,715,567,6,"mayor a 14 dias","menor a 7 dias"
"316",316,2,238,27,211,4,"menor a 7 dias","entre 7 y 14 dias"
"317",317,2,281,6,275,16,"menor a 7 dias","entre 7 y 14 dias"
"318",318,3,235,481,246,4,"mayor a 14 dias","entre 7 y 14 dias"
"319",319,2,161,222,60,8,"entre 7 y 14 dias","menor a 7 dias"
"320",320,4,319,161,158,16,"menor a 7 dias","entre 7 y 14 dias"
"321",321,3,425,148,277,8,"menor a 7 dias","mayor a 14 dias"
"322",322,3,385,207,178,10,"entre 7 y 14 dias","mayor a 14 dias"
"323",323,2,151,90,61,4,"menor a 7 dias","menor a 7 dias"
"324",324,4,155,403,249,4,"mayor a 14 dias","menor a 7 dias"
"325",325,3,173,342,169,10,"mayor a 14 dias","entre 7 y 14 dias"
"326",326,2,512,391,121,6,"mayor a 14 dias","mayor a 14 dias"
"327",327,3,505,333,171,10,"entre 7 y 14 dias","mayor a 14 dias"
"328",328,3,217,10,207,11,"menor a 7 dias","entre 7 y 14 dias"
"329",329,3,271,77,194,8,"menor a 7 dias","entre 7 y 14 dias"
"330",330,2,256,881,624,10,"mayor a 14 dias","entre 7 y 14 dias"
"331",331,6,398,143,255,4,"menor a 7 dias","mayor a 14 dias"
"332",332,3,313,269,44,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"333",333,6,130,1833,1703,10,"mayor a 14 dias","menor a 7 dias"
"334",334,1,204,936,732,16,"mayor a 14 dias","entre 7 y 14 dias"
"335",335,3,131,64,67,8,"menor a 7 dias","menor a 7 dias"
"336",336,1,252,212,40,11,"entre 7 y 14 dias","entre 7 y 14 dias"
"337",337,2,139,447,308,8,"mayor a 14 dias","menor a 7 dias"
"338",338,1,578,219,359,15,"entre 7 y 14 dias","mayor a 14 dias"
"339",339,3,180,75,105,6,"menor a 7 dias","entre 7 y 14 dias"
"340",340,5,374,206,168,4,"entre 7 y 14 dias","mayor a 14 dias"
"341",341,2,127,31,96,7,"menor a 7 dias","menor a 7 dias"
"342",342,3,366,149,217,12,"menor a 7 dias","mayor a 14 dias"
"343",343,2,260,462,202,16,"mayor a 14 dias","entre 7 y 14 dias"
"344",344,2,393,190,203,8,"entre 7 y 14 dias","mayor a 14 dias"
"345",345,2,570,710,140,8,"mayor a 14 dias","mayor a 14 dias"
"346",346,1,320,602,281,6,"mayor a 14 dias","entre 7 y 14 dias"
"347",347,2,103,408,305,8,"mayor a 14 dias","menor a 7 dias"
"348",348,3,161,379,218,7,"mayor a 14 dias","menor a 7 dias"
"349",349,3,204,358,154,12,"mayor a 14 dias","entre 7 y 14 dias"
"350",350,1,299,318,19,14,"entre 7 y 14 dias","entre 7 y 14 dias"
"351",351,5,279,913,634,16,"mayor a 14 dias","entre 7 y 14 dias"
"352",352,1,165,297,132,10,"entre 7 y 14 dias","menor a 7 dias"
"353",353,3,331,59,272,10,"menor a 7 dias","entre 7 y 14 dias"
"354",354,1,216,50,166,15,"menor a 7 dias","entre 7 y 14 dias"
"355",355,2,192,27,164,14,"menor a 7 dias","entre 7 y 14 dias"
"356",356,4,562,255,306,16,"entre 7 y 14 dias","mayor a 14 dias"
"357",357,2,295,228,67,13,"entre 7 y 14 dias","entre 7 y 14 dias"
"358",358,5,185,389,204,10,"mayor a 14 dias","entre 7 y 14 dias"
"359",359,6,271,64,207,10,"menor a 7 dias","entre 7 y 14 dias"
"360",360,5,410,8,403,9,"menor a 7 dias","mayor a 14 dias"
"361",361,1,328,581,253,8,"mayor a 14 dias","entre 7 y 14 dias"
"362",362,3,263,89,174,4,"menor a 7 dias","entre 7 y 14 dias"
"363",363,3,227,207,20,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"364",364,5,225,695,470,8,"mayor a 14 dias","entre 7 y 14 dias"
"365",365,6,352,85,266,16,"menor a 7 dias","mayor a 14 dias"
"366",366,2,298,533,235,4,"mayor a 14 dias","entre 7 y 14 dias"
"367",367,4,333,671,338,3,"mayor a 14 dias","entre 7 y 14 dias"
