"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"132",132,5,241,827,586,6,"mayor a 14 dias","entre 7 y 14 dias"
"133",133,2,192,36,156,11,"menor a 7 dias","entre 7 y 14 dias"
"134",134,3,281,165,115,4,"menor a 7 dias","entre 7 y 14 dias"
"135",135,4,301,327,26,13,"entre 7 y 14 dias","entre 7 y 14 dias"
"136",136,3,80,1237,1157,2,"mayor a 14 dias","menor a 7 dias"
"137",137,1,404,93,311,8,"menor a 7 dias","mayor a 14 dias"
"138",138,3,583,125,459,5,"menor a 7 dias","mayor a 14 dias"
"139",139,2,330,103,228,10,"menor a 7 dias","entre 7 y 14 dias"
"140",140,6,420,557,138,4,"mayor a 14 dias","mayor a 14 dias"
"141",141,2,106,909,802,7,"mayor a 14 dias","menor a 7 dias"
"142",142,2,243,199,44,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"143",143,1,119,283,164,16,"entre 7 y 14 dias","menor a 7 dias"
"144",144,4,278,231,47,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"145",145,1,132,204,72,4,"entre 7 y 14 dias","menor a 7 dias"
"146",146,2,234,376,141,9,"mayor a 14 dias","entre 7 y 14 dias"
"147",147,5,379,13,366,9,"menor a 7 dias","mayor a 14 dias"
"148",148,5,68,713,645,7,"mayor a 14 dias","menor a 7 dias"
"149",149,3,348,148,200,3,"menor a 7 dias","mayor a 14 dias"
"150",150,6,137,884,746,5,"mayor a 14 dias","menor a 7 dias"
"151",151,2,237,98,139,3,"menor a 7 dias","entre 7 y 14 dias"
"152",152,6,29,106,77,10,"menor a 7 dias","menor a 7 dias"
"153",153,2,277,68,209,15,"menor a 7 dias","entre 7 y 14 dias"
"154",154,5,120,1475,1354,10,"mayor a 14 dias","menor a 7 dias"
"155",155,6,51,253,202,13,"entre 7 y 14 dias","menor a 7 dias"
"156",156,3,494,46,448,5,"menor a 7 dias","mayor a 14 dias"
"157",157,3,305,156,149,12,"menor a 7 dias","entre 7 y 14 dias"
"158",158,6,427,291,136,11,"entre 7 y 14 dias","mayor a 14 dias"
"159",159,3,349,170,179,9,"entre 7 y 14 dias","mayor a 14 dias"
"160",160,3,470,75,396,10,"menor a 7 dias","mayor a 14 dias"
"161",161,2,180,21,159,1,"menor a 7 dias","entre 7 y 14 dias"
"162",162,2,358,296,62,6,"entre 7 y 14 dias","mayor a 14 dias"
"163",163,6,182,138,44,6,"menor a 7 dias","entre 7 y 14 dias"
"164",164,1,123,154,31,8,"menor a 7 dias","menor a 7 dias"
"165",165,5,92,64,28,16,"menor a 7 dias","menor a 7 dias"
"166",166,3,106,237,131,16,"entre 7 y 14 dias","menor a 7 dias"
"167",167,4,689,593,96,4,"mayor a 14 dias","mayor a 14 dias"
"168",168,2,353,96,257,8,"menor a 7 dias","mayor a 14 dias"
"169",169,2,52,1098,1046,16,"mayor a 14 dias","menor a 7 dias"
"170",170,2,626,245,381,5,"entre 7 y 14 dias","mayor a 14 dias"
"171",171,6,404,17,387,14,"menor a 7 dias","mayor a 14 dias"
"172",172,3,88,706,618,9,"mayor a 14 dias","menor a 7 dias"
"173",173,3,507,694,187,4,"mayor a 14 dias","mayor a 14 dias"
"174",174,1,216,521,305,16,"mayor a 14 dias","entre 7 y 14 dias"
"175",175,5,156,131,25,16,"menor a 7 dias","menor a 7 dias"
"176",176,5,450,301,149,16,"entre 7 y 14 dias","mayor a 14 dias"
"177",177,4,199,375,176,8,"mayor a 14 dias","entre 7 y 14 dias"
"178",178,1,529,675,146,7,"mayor a 14 dias","mayor a 14 dias"
"179",179,2,545,774,228,4,"mayor a 14 dias","mayor a 14 dias"
"180",180,4,67,185,118,6,"entre 7 y 14 dias","menor a 7 dias"
"181",181,2,505,94,411,7,"menor a 7 dias","mayor a 14 dias"
"182",182,1,219,344,125,12,"mayor a 14 dias","entre 7 y 14 dias"
"183",183,3,272,197,75,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"184",184,3,147,292,145,8,"entre 7 y 14 dias","menor a 7 dias"
"185",185,5,552,36,516,5,"menor a 7 dias","mayor a 14 dias"
"186",186,3,126,633,507,11,"mayor a 14 dias","menor a 7 dias"
"187",187,6,138,170,33,5,"entre 7 y 14 dias","menor a 7 dias"
"188",188,1,263,333,70,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"189",189,3,245,246,1,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"190",190,1,126,183,57,10,"entre 7 y 14 dias","menor a 7 dias"
"191",191,4,607,255,352,6,"entre 7 y 14 dias","mayor a 14 dias"
"192",192,5,149,381,233,12,"mayor a 14 dias","menor a 7 dias"
"193",193,2,448,112,335,13,"menor a 7 dias","mayor a 14 dias"
"194",194,3,183,161,22,5,"menor a 7 dias","entre 7 y 14 dias"
"195",195,3,368,252,116,7,"entre 7 y 14 dias","mayor a 14 dias"
"196",196,3,530,379,151,5,"mayor a 14 dias","mayor a 14 dias"
"197",197,6,132,73,58,15,"menor a 7 dias","menor a 7 dias"
"198",198,2,273,362,89,8,"mayor a 14 dias","entre 7 y 14 dias"
"199",199,1,461,12,449,8,"menor a 7 dias","mayor a 14 dias"
"200",200,4,374,167,207,1,"menor a 7 dias","mayor a 14 dias"
"201",201,1,126,250,124,10,"entre 7 y 14 dias","menor a 7 dias"
"202",202,2,192,778,587,9,"mayor a 14 dias","entre 7 y 14 dias"
"203",203,2,272,53,219,7,"menor a 7 dias","entre 7 y 14 dias"
"204",204,4,440,235,205,4,"entre 7 y 14 dias","mayor a 14 dias"
"205",205,2,229,131,99,8,"menor a 7 dias","entre 7 y 14 dias"
"206",206,3,55,192,137,8,"entre 7 y 14 dias","menor a 7 dias"
"207",207,3,174,11,162,16,"menor a 7 dias","entre 7 y 14 dias"
"208",208,3,145,299,154,6,"entre 7 y 14 dias","menor a 7 dias"
"209",209,2,204,177,27,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"210",210,1,221,306,84,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"211",211,2,84,207,123,1,"entre 7 y 14 dias","menor a 7 dias"
"212",212,2,928,617,311,12,"mayor a 14 dias","mayor a 14 dias"
"213",213,6,560,394,166,5,"mayor a 14 dias","mayor a 14 dias"
"214",214,4,119,196,77,7,"entre 7 y 14 dias","menor a 7 dias"
"215",215,3,617,498,120,7,"mayor a 14 dias","mayor a 14 dias"
"216",216,2,78,262,183,8,"entre 7 y 14 dias","menor a 7 dias"
"217",217,3,232,449,217,10,"mayor a 14 dias","entre 7 y 14 dias"
"218",218,1,318,66,252,4,"menor a 7 dias","entre 7 y 14 dias"
"219",219,1,291,63,228,8,"menor a 7 dias","entre 7 y 14 dias"
"220",220,1,82,148,67,6,"menor a 7 dias","menor a 7 dias"
"221",221,3,711,472,239,10,"mayor a 14 dias","mayor a 14 dias"
"222",222,3,187,412,226,5,"mayor a 14 dias","entre 7 y 14 dias"
"223",223,3,237,61,176,4,"menor a 7 dias","entre 7 y 14 dias"
"224",224,2,449,25,424,16,"menor a 7 dias","mayor a 14 dias"
"225",225,2,220,151,69,11,"menor a 7 dias","entre 7 y 14 dias"
"226",226,1,171,172,1,1,"entre 7 y 14 dias","entre 7 y 14 dias"
"227",227,3,383,195,188,10,"entre 7 y 14 dias","mayor a 14 dias"
"228",228,1,91,681,589,15,"mayor a 14 dias","menor a 7 dias"
"229",229,5,112,65,47,9,"menor a 7 dias","menor a 7 dias"
"230",230,3,225,337,113,7,"mayor a 14 dias","entre 7 y 14 dias"
"231",231,1,127,252,124,9,"entre 7 y 14 dias","menor a 7 dias"
"232",232,1,57,16,42,16,"menor a 7 dias","menor a 7 dias"
"233",233,2,288,102,186,15,"menor a 7 dias","entre 7 y 14 dias"
"234",234,6,401,636,235,3,"mayor a 14 dias","mayor a 14 dias"
"235",235,1,201,171,31,14,"entre 7 y 14 dias","entre 7 y 14 dias"
"236",236,4,556,124,432,8,"menor a 7 dias","mayor a 14 dias"
"237",237,4,120,54,66,4,"menor a 7 dias","menor a 7 dias"
"238",238,3,173,292,120,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"239",239,2,180,77,102,7,"menor a 7 dias","entre 7 y 14 dias"
"240",240,4,314,1035,721,10,"mayor a 14 dias","entre 7 y 14 dias"
"241",241,3,225,436,211,6,"mayor a 14 dias","entre 7 y 14 dias"
"242",242,4,247,208,39,15,"entre 7 y 14 dias","entre 7 y 14 dias"
"243",243,2,464,376,88,8,"mayor a 14 dias","mayor a 14 dias"
"244",244,5,226,93,133,10,"menor a 7 dias","entre 7 y 14 dias"
"245",245,2,351,404,53,16,"mayor a 14 dias","mayor a 14 dias"
"246",246,1,445,221,224,8,"entre 7 y 14 dias","mayor a 14 dias"
"247",247,4,334,231,103,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"248",248,2,255,335,81,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"249",249,3,165,12,154,6,"menor a 7 dias","menor a 7 dias"
"250",250,3,136,19,117,15,"menor a 7 dias","menor a 7 dias"
"251",251,6,260,154,107,6,"menor a 7 dias","entre 7 y 14 dias"
"252",252,4,260,207,53,5,"entre 7 y 14 dias","entre 7 y 14 dias"
"253",253,2,121,139,17,5,"menor a 7 dias","menor a 7 dias"
"254",254,1,422,87,335,10,"menor a 7 dias","mayor a 14 dias"
"255",255,4,120,1666,1546,11,"mayor a 14 dias","menor a 7 dias"
"256",256,3,151,237,86,8,"entre 7 y 14 dias","menor a 7 dias"
"257",257,1,518,619,102,1,"mayor a 14 dias","mayor a 14 dias"
"258",258,3,413,586,173,1,"mayor a 14 dias","mayor a 14 dias"
"259",259,3,120,2,118,10,"menor a 7 dias","menor a 7 dias"
"260",260,5,91,338,247,8,"mayor a 14 dias","menor a 7 dias"
"261",261,1,240,176,64,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"262",262,2,217,507,290,3,"mayor a 14 dias","entre 7 y 14 dias"
"263",263,6,281,102,178,8,"menor a 7 dias","entre 7 y 14 dias"
"264",264,1,205,107,98,3,"menor a 7 dias","entre 7 y 14 dias"
"265",265,3,618,68,550,10,"menor a 7 dias","mayor a 14 dias"
"266",266,1,590,226,364,16,"entre 7 y 14 dias","mayor a 14 dias"
"267",267,2,170,295,125,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"268",268,3,280,310,30,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"269",269,4,157,55,102,4,"menor a 7 dias","menor a 7 dias"
"270",270,2,468,35,433,6,"menor a 7 dias","mayor a 14 dias"
"271",271,2,289,394,105,7,"mayor a 14 dias","entre 7 y 14 dias"
"272",272,2,381,30,351,16,"menor a 7 dias","mayor a 14 dias"
"273",273,6,372,294,78,4,"entre 7 y 14 dias","mayor a 14 dias"
"274",274,1,294,426,132,4,"mayor a 14 dias","entre 7 y 14 dias"
"275",275,3,123,143,20,1,"menor a 7 dias","menor a 7 dias"
"276",276,1,146,193,47,6,"entre 7 y 14 dias","menor a 7 dias"
"277",277,1,123,519,396,8,"mayor a 14 dias","menor a 7 dias"
"278",278,5,166,861,695,16,"mayor a 14 dias","menor a 7 dias"
"279",279,3,307,521,214,4,"mayor a 14 dias","entre 7 y 14 dias"
"280",280,3,318,266,52,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"281",281,1,184,146,38,9,"menor a 7 dias","entre 7 y 14 dias"
"282",282,2,293,460,168,8,"mayor a 14 dias","entre 7 y 14 dias"
"283",283,4,138,377,239,16,"mayor a 14 dias","menor a 7 dias"
"284",284,6,135,46,89,9,"menor a 7 dias","menor a 7 dias"
"285",285,5,149,37,112,10,"menor a 7 dias","menor a 7 dias"
"286",286,1,184,1041,857,3,"mayor a 14 dias","entre 7 y 14 dias"
"287",287,6,596,48,549,4,"menor a 7 dias","mayor a 14 dias"
"288",288,3,153,433,280,11,"mayor a 14 dias","menor a 7 dias"
"289",289,1,199,996,798,14,"mayor a 14 dias","entre 7 y 14 dias"
"290",290,4,664,353,312,16,"mayor a 14 dias","mayor a 14 dias"
"291",291,5,464,94,370,16,"menor a 7 dias","mayor a 14 dias"
"292",292,3,154,1043,889,4,"mayor a 14 dias","menor a 7 dias"
"293",293,3,483,25,458,4,"menor a 7 dias","mayor a 14 dias"
"294",294,1,395,232,163,16,"entre 7 y 14 dias","mayor a 14 dias"
"295",295,2,246,260,14,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"296",296,6,222,105,118,9,"menor a 7 dias","entre 7 y 14 dias"
"297",297,6,242,133,109,10,"menor a 7 dias","entre 7 y 14 dias"
"298",298,2,122,21,100,15,"menor a 7 dias","menor a 7 dias"
"299",299,1,420,510,90,6,"mayor a 14 dias","mayor a 14 dias"
"300",300,1,187,978,791,3,"mayor a 14 dias","entre 7 y 14 dias"
"301",301,2,262,192,70,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"302",302,2,176,345,169,7,"mayor a 14 dias","entre 7 y 14 dias"
"303",303,2,160,141,19,10,"menor a 7 dias","menor a 7 dias"
"304",304,6,270,46,223,10,"menor a 7 dias","entre 7 y 14 dias"
"305",305,4,372,207,165,5,"entre 7 y 14 dias","mayor a 14 dias"
"306",306,2,126,172,45,6,"entre 7 y 14 dias","menor a 7 dias"
"307",307,3,115,427,312,15,"mayor a 14 dias","menor a 7 dias"
"308",308,1,141,156,14,5,"menor a 7 dias","menor a 7 dias"
"309",309,6,389,126,262,5,"menor a 7 dias","mayor a 14 dias"
"310",310,1,397,1073,676,8,"mayor a 14 dias","mayor a 14 dias"
"311",311,1,332,348,15,2,"mayor a 14 dias","entre 7 y 14 dias"
"312",312,5,106,161,56,10,"menor a 7 dias","menor a 7 dias"
"313",313,6,120,65,55,7,"menor a 7 dias","menor a 7 dias"
"314",314,3,186,107,79,9,"menor a 7 dias","entre 7 y 14 dias"
"315",315,6,203,673,470,4,"mayor a 14 dias","entre 7 y 14 dias"
"316",316,3,346,184,162,10,"entre 7 y 14 dias","mayor a 14 dias"
"317",317,6,261,87,174,6,"menor a 7 dias","entre 7 y 14 dias"
"318",318,4,370,250,121,13,"entre 7 y 14 dias","mayor a 14 dias"
"319",319,2,340,487,147,14,"mayor a 14 dias","mayor a 14 dias"
"320",320,4,199,45,154,1,"menor a 7 dias","entre 7 y 14 dias"
"321",321,3,292,400,108,4,"mayor a 14 dias","entre 7 y 14 dias"
"322",322,1,107,443,336,10,"mayor a 14 dias","menor a 7 dias"
"323",323,4,105,335,230,16,"entre 7 y 14 dias","menor a 7 dias"
"324",324,2,189,747,558,6,"mayor a 14 dias","entre 7 y 14 dias"
"325",325,1,239,105,135,16,"menor a 7 dias","entre 7 y 14 dias"
"326",326,4,309,674,365,3,"mayor a 14 dias","entre 7 y 14 dias"
"327",327,5,207,741,534,10,"mayor a 14 dias","entre 7 y 14 dias"
"328",328,3,175,456,281,8,"mayor a 14 dias","entre 7 y 14 dias"
"329",329,5,141,312,171,8,"entre 7 y 14 dias","menor a 7 dias"
"330",330,3,193,260,67,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"331",331,2,99,116,17,16,"menor a 7 dias","menor a 7 dias"
"332",332,2,58,197,139,4,"entre 7 y 14 dias","menor a 7 dias"
"333",333,1,174,644,470,14,"mayor a 14 dias","entre 7 y 14 dias"
"334",334,3,513,304,209,7,"entre 7 y 14 dias","mayor a 14 dias"
"335",335,4,400,305,95,2,"entre 7 y 14 dias","mayor a 14 dias"
"336",336,4,401,16,386,16,"menor a 7 dias","mayor a 14 dias"
"337",337,3,246,107,138,9,"menor a 7 dias","entre 7 y 14 dias"
"338",338,5,452,332,120,4,"entre 7 y 14 dias","mayor a 14 dias"
"339",339,2,378,10,368,4,"menor a 7 dias","mayor a 14 dias"
"340",340,4,110,337,227,6,"mayor a 14 dias","menor a 7 dias"
"341",341,2,731,49,683,9,"menor a 7 dias","mayor a 14 dias"
"342",342,1,211,544,333,5,"mayor a 14 dias","entre 7 y 14 dias"
"343",343,1,328,663,336,4,"mayor a 14 dias","entre 7 y 14 dias"
"344",344,3,574,69,505,3,"menor a 7 dias","mayor a 14 dias"
"345",345,1,250,7,243,7,"menor a 7 dias","entre 7 y 14 dias"
"346",346,3,572,89,483,7,"menor a 7 dias","mayor a 14 dias"
"347",347,4,393,346,46,4,"mayor a 14 dias","mayor a 14 dias"
"348",348,2,467,510,43,13,"mayor a 14 dias","mayor a 14 dias"
"349",349,1,890,38,852,4,"menor a 7 dias","mayor a 14 dias"
"350",350,3,298,891,593,4,"mayor a 14 dias","entre 7 y 14 dias"
"351",351,4,419,26,393,9,"menor a 7 dias","mayor a 14 dias"
"352",352,5,249,557,308,13,"mayor a 14 dias","entre 7 y 14 dias"
"353",353,3,394,209,185,13,"entre 7 y 14 dias","mayor a 14 dias"
"354",354,3,190,223,33,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"355",355,3,220,619,399,7,"mayor a 14 dias","entre 7 y 14 dias"
"356",356,3,381,430,49,7,"mayor a 14 dias","mayor a 14 dias"
"357",357,1,261,30,231,4,"menor a 7 dias","entre 7 y 14 dias"
"358",358,1,629,511,118,7,"mayor a 14 dias","mayor a 14 dias"
"359",359,3,263,119,145,6,"menor a 7 dias","entre 7 y 14 dias"
"360",360,5,792,400,392,8,"mayor a 14 dias","mayor a 14 dias"
"361",361,2,231,166,65,8,"menor a 7 dias","entre 7 y 14 dias"
"362",362,6,72,674,603,10,"mayor a 14 dias","menor a 7 dias"
"363",363,3,424,1,423,12,"menor a 7 dias","mayor a 14 dias"
"364",364,3,72,378,306,16,"mayor a 14 dias","menor a 7 dias"
"365",365,5,79,2,77,5,"menor a 7 dias","menor a 7 dias"
"366",366,2,232,501,270,10,"mayor a 14 dias","entre 7 y 14 dias"
"367",367,3,273,460,187,10,"mayor a 14 dias","entre 7 y 14 dias"
"368",368,2,76,35,40,4,"menor a 7 dias","menor a 7 dias"
"369",369,4,96,166,70,1,"menor a 7 dias","menor a 7 dias"
